familia_professional,area_professional,nom_de_laccio,nif_entitat_formacio,entitat,codi_municipi,nom_municipi,codi_comarca,nom_comarca,modalitat,tipus_de_formacio,hores,web,correu_electronic,telefon,categoria_duracion,tipo_nombre,longitud_nombre,es_certificado,nivell,id_curso,nivel_consolidado,tipus_nivell,categoritzacio_curs
Edificació i obra civil,Maquinària de construcció,Operador/a de plataformes mòbils de personal (pemp),F59197996,FEMAREC,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,12,https://www.femarec.cat,dpch@femarec.cat,932437272,Corta,otro,51,False,,Operador/a de plataformes mòbils de personal (pemp)_FEMAREC_Presencial_12,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Edificació i obra civil', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Idiomes / Lingüístiques,Anglès conversacional avançat,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,40,https://www.catformacio.com,info@catformacio.org,932172515,Media,otro,29,False,Avançat,Anglès conversacional avançat_Catformació_Presencial_40,Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Formació complementària,Digitals / Ofimàtica / Tics,Whatsapp business per a millorar la comunicació amb els teus clients,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,12,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Corta,otro,68,False,,"Whatsapp business per a millorar la comunicació amb els teus clients_PIME Coneixement, S.L._Presencial_12",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Formació complementària', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Administració i gestió,Gestió de la informació i comunicació,ADGG0208_MF0977_Llengua estrangera professional per a la gestió administrativa en la relació amb la clienta o el client,B66097015,MERIT SCHOOL,8015,BADALONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,90,http://www.meritschool.com/cursos-idiomas-subvencionados/,subvencions@meritschool.com,933837337,Extensa,certificado,119,True,Mitjà,ADGG0208_MF0977_Llengua estrangera professional per a la gestió administrativa en la relació amb la clienta o el client_MERIT SCHOOL_Presencial_90,Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Sanitat,Atenció sanitària,Primers auxilis bàsics a l'àmbit sanitari,B55607865,MOTIVACCIO FORMACIO,43123,REUS,8,BAIX CAMP,Presencial,Altra Formació Professionalitzadora,10,https://www.formem.cat,formem@formem.cat,977302652,Corta,otro,41,False,Bàsic,Primers auxilis bàsics a l'àmbit sanitari_MOTIVACCIO FORMACIO_Presencial_10,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Sanitat', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Formació complementària,Digitals / Ofimàtica / Tics,Creació de continguts digitals i programació (actic nivell intermedi),G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.catformacio.com,info@catformacio.org,932172515,Media,otro,69,False,Mitjà,Creació de continguts digitals i programació (actic nivell intermedi)_Catformació_Presencial_40,Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Formació complementària', 'modalitat': 'Presencial', 'hores': 'Media'}"
Formació complementària,Digitals / Ofimàtica / Tics,Whatsapp business per a millorar la comunicació amb els teus clients,B59974873,OFIBARNA,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,12,https://www.grupoqid.com,ofibarna@qidconsultors.com,931150510,Corta,otro,68,False,,Whatsapp business per a millorar la comunicació amb els teus clients_OFIBARNA_Presencial_12,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Formació complementària', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Instagram per al teu negoci,A08741530,ADAMS FORMACIÓ,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,15,https://www.adams.es,formacionbarcelona@adams.es,932081507,Corta,otro,27,False,,Instagram per al teu negoci_ADAMS FORMACIÓ_Teleformació_15,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Teleformació', 'hores': 'Corta'}"
Serveis socioculturals i a la comunitat,Formació i educació,Educació inclusiva centrada en el trastorn de l'espectre autista (tea),R5800395E,Fundació Pere Tarres,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,35,https://www.peretarres.org,if@peretarres.org,934101602,Media,otro,70,False,,Educació inclusiva centrada en el trastorn de l'espectre autista (tea)_Fundació Pere Tarres_Teleformació_35,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Informàtica i comunicacions,Sistemes i telemàtica,Ceh - certified ethical hacker,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,0,ÀREA METROPOLITANA OEST,Presencial,Altra Formació Professionalitzadora,80,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505,Larga,otro,30,False,,Ceh - certified ethical hacker_NASCOR_Presencial_80,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Idiomes / Lingüístiques,Anglès empresarial,G08484032,UPM,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.upm.org,info@upm.org,933180828,Larga,otro,18,False,,Anglès empresarial_UPM_Presencial_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Gestió de les xarxes socials a l'empresa,A17117003,ESCOLA DE GESTIÓ EMPRESARIAL,17079,GIRONA,20,GIRONÈS,Presencial,Altra Formació Professionalitzadora,50,https://www.ege.edu.es,escola@ege.edu.es,972401300,Larga,otro,40,False,,Gestió de les xarxes socials a l'empresa_ESCOLA DE GESTIÓ EMPRESARIAL_Presencial_50,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Aparadorisme estratègic i visual design,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,35,https://www.idfo.com,sroman@idfo.com,932689292,Media,otro,39,False,,Aparadorisme estratègic i visual design_IDFO_Presencial_35,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Gestió del temps i productivitat,G58825811,ACRA,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.acra.cat/ca/formacio,formacio1@acra.cat,673724697,Media,otro,32,False,,Gestió del temps i productivitat_ACRA_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Competències transversals,Habilitats personals i socials,Habilitats de comunicació,B61420824,FOMENT FORMACIÓ,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.fomentformacio.com,formacio@foment.com,934841232,Media,otro,25,False,,Habilitats de comunicació_FOMENT FORMACIÓ_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Transport i manteniment de vehicles,Conducció de vehicles per carretera,Formació per a l'accés a les proves del permís de conducció (classe d),B62780424,APEC GRANOLLERS,8096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,Altra Formació Professionalitzadora,135,https://www.apecgranollers.com,apec@apecgranollers.com,938700938,Extensa,otro,70,False,,Formació per a l'accés a les proves del permís de conducció (classe d)_APEC GRANOLLERS_Presencial_135,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Transport i manteniment de vehicles', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Competències transversals,Competències bàsiques per a l'ocupació,Resolució de conflictes,F08766131,CENTRE D'ESTUDIS JAUME BALMES,8101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.balmesinnova.com,gonzalo.rodriguez@balmesinnova.com,609140649,Media,otro,23,False,,Resolució de conflictes_CENTRE D'ESTUDIS JAUME BALMES_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Idiomes / Lingüístiques,Xinès bàsic. nivell 1,B61420824,FOMENT FORMACIÓ,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,50,https://www.fomentformacio.com,formacio@foment.com,934841232,Larga,otro,21,False,Idiomes C.,Xinès bàsic. nivell 1_FOMENT FORMACIÓ_Presencial_50,Avançat,Idiomes,"{'nivell': 'Avançat', 'tipus': 'Idiomes', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Formació complementària,Digitals / Ofimàtica / Tics,Whatsapp business per a millorar la comunicació amb els teus clients,B61406997,Egara Formació,8279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,12,https://www.egaraformacio.com,cursos@egaraformacio.com,937339820,Corta,otro,68,False,,Whatsapp business per a millorar la comunicació amb els teus clients_Egara Formació_Presencial_12,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Formació complementària', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Idiomes / Lingüístiques,Anglès conversacional intermedi,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,25,https://www.catformacio.com,info@catformacio.org,932172515,Media,otro,31,False,Mitjà,Anglès conversacional intermedi_Catformació_Presencial_25,Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Informàtica i comunicacions,Sistemes i telemàtica,Autocad avançat 2d i 3d,G08484032,UPM,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,36,https://www.upm.org,info@upm.org,933180828,Media,otro,23,False,Avançat,Autocad avançat 2d i 3d_UPM_Presencial_36,Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Conducció de reunions,B64719883,UCF,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,20,https://www.ucf.cat,mnadal@ucf.cat,932594381,Corta,otro,21,False,,Conducció de reunions_UCF_Teleformació_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Corta'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Màrqueting directe i fidelització de clients,G17119959,UIER,17147,RIPOLL,31,RIPOLLÈS,Presencial,Altra Formació Professionalitzadora,25,https://www.uier.org,formacio@uier.org,972703111,Media,otro,44,False,,Màrqueting directe i fidelització de clients_UIER_Presencial_25,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Aparadorisme estratègic i visual design,B60643004,Mordered,8096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,Altra Formació Professionalitzadora,35,https://www.mordered.com,mordered@mordered.com,938600800,Media,otro,39,False,,Aparadorisme estratègic i visual design_Mordered_Presencial_35,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
Hostaleria i turisme,Restauració,Cuina japonesa avançada,G58011495,ESHOB,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.eshobfors.com,cursos@eshobfors.com,689291212,Corta,otro,23,False,,Cuina japonesa avançada_ESHOB_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Química,Procés químic,Operacions bàsiques en planta química,A79221651,"CESI IBERIA, S.A.U",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,50,https://www.cesi-iberia.com/,cpaez@criteria.es,932652677,Larga,otro,37,False,,"Operacions bàsiques en planta química_CESI IBERIA, S.A.U_Presencial_50",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Química', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Elaboració d'un pla de màrqueting,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.catformacio.com,info@catformacio.org,932172515,Larga,otro,33,False,,Elaboració d'un pla de màrqueting_Catformació_Presencial_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Serveis socioculturals i a la comunitat,Formació i educació,Motivació dels alumnes a l'aula,B55607865,MOTIVACCIO FORMACIO,43123,REUS,8,BAIX CAMP,Presencial,Altra Formació Professionalitzadora,30,https://www.formem.cat,formem@formem.cat,977302652,Media,otro,31,False,,Motivació dels alumnes a l'aula_MOTIVACCIO FORMACIO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Media'}"
Fabricació mecànica,Producció mecànica,Treballs bàsics de matriceria,G66210345,EURECAT,8266,CERDANYOLA DEL VALLÈS,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,20,https://www.eurecatacademy.org,academy@eurecat.org,937419100,Corta,otro,29,False,Bàsic,Treballs bàsics de matriceria_EURECAT_Presencial_20,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Fabricació mecànica', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Sanitat,Atenció sanitària,Atenció sanitària no presencial a usuaris i famílies,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,12,https://www.idfo.com,sroman@idfo.com,932689292,Corta,otro,52,False,,Atenció sanitària no presencial a usuaris i famílies_IDFO_Presencial_12,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Sanitat', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Administració i gestió,Administració i auditoria,Nòmines i seguretat social ii,F08735714,ESCOLA SANT GERVASI COOPERATIVA,8124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Presencial,Altra Formació Professionalitzadora,30,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430,Media,otro,29,False,,Nòmines i seguretat social ii_ESCOLA SANT GERVASI COOPERATIVA_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Media'}"
Seguretat i medi ambient,Gestió ambiental,Valoritzar els nostres residus orgànics: una obligació ambiental i una possibilitat per a l'agricultura del futur,A79221651,"CESI IBERIA, S.A.U",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.cesi-iberia.com/,cpaez@criteria.es,932652677,Media,otro,113,False,,"Valoritzar els nostres residus orgànics: una obligació ambiental i una possibilitat per a l'agricultura del futur_CESI IBERIA, S.A.U_Presencial_30",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Idiomes / Lingüístiques,Anglès c.2.b.,B61420824,FOMENT FORMACIÓ,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.fomentformacio.com,formacio@foment.com,934841232,Larga,otro,13,False,Idiomes C.2,Anglès c.2.b._FOMENT FORMACIÓ_Presencial_60,Avançat,Idiomes,"{'nivell': 'Avançat', 'tipus': 'Idiomes', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Competències bàsiques per a l'ocupació,Resolució de conflictes,G58825811,ACRA,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.acra.cat/ca/formacio,formacio1@acra.cat,673724697,Media,otro,23,False,,Resolució de conflictes_ACRA_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Comptabilitat bàsica,B59974873,OFIBARNA,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.grupoqid.com,ofibarna@qidconsultors.com,931150510,Larga,otro,20,False,Bàsic,Comptabilitat bàsica_OFIBARNA_Presencial_60,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Eines per a l'organització del temps,B64719883,UCF,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,21,https://www.ucf.cat,mnadal@ucf.cat,932594381,Media,otro,36,False,,Eines per a l'organització del temps_UCF_Teleformació_21,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 3,B58490897,"Aula de Formació del Penedès, SL",8305,VILAFRANCA DEL PENEDÈS,3,ALT PENEDÈS,Presencial,Altra Formació Professionalitzadora,180,https://www.aulapenedes.com,formacio@aulapenedes.com,938902047,Extensa,otro,70,False,,"Comunicació en llengües estrangeres per a l'ocupació (anglès) nivell 3_Aula de Formació del Penedès, SL_Presencial_180",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Conducció de reunions,G17119959,UIER,17147,RIPOLL,31,RIPOLLÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.uier.org,formacio@uier.org,972703111,Corta,otro,21,False,,Conducció de reunions_UIER_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Recursos humans / Relacions laborals,Assessorament sindical,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.idfo.com,sroman@idfo.com,932689292,Media,otro,22,False,,Assessorament sindical_IDFO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Eines per a l'organització del temps,G17679267,FUNDACIÓ PRIVADA GENTIS,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,21,https://www.gentis.org/,egasull@gentis.org,932242596,Media,otro,36,False,,Eines per a l'organització del temps_FUNDACIÓ PRIVADA GENTIS_Presencial_21,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Gestió del temps i productivitat,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.catformacio.com,info@catformacio.org,932172515,Media,otro,32,False,,Gestió del temps i productivitat_Catformació_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Treball en equip,B55607865,MOTIVACCIO FORMACIO,43123,REUS,8,BAIX CAMP,Presencial,Altra Formació Professionalitzadora,30,https://www.formem.cat,formem@formem.cat,977302652,Media,otro,16,False,,Treball en equip_MOTIVACCIO FORMACIO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Idiomes / Lingüístiques,Anglès conversacional avançat,B64064223,"AULA ACTIVA, FORMACIÓ I SERVEIS, SL",8019,BARCELONA,13,BARCELONÈS,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,40,https://www.aulaactiva.org,info@aulaactiva.org,934815581,Media,otro,29,False,Avançat,"Anglès conversacional avançat_AULA ACTIVA, FORMACIÓ I SERVEIS, SL_Presencial_40",Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Instagram per al teu negoci,G25383928,"OELL, FUNDACIÓ PRIVADA",25120,LLEIDA,33,SEGRIÀ,Presencial,Altra Formació Professionalitzadora,15,https://www.coell.org,sroig@coell.org,973232166,Corta,otro,27,False,,"Instagram per al teu negoci_OELL, FUNDACIÓ PRIVADA_Presencial_15",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Habilitats personals i socials,Programació neurolingüística,G58825811,ACRA,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.acra.cat/ca/formacio,formacio1@acra.cat,673724697,Media,otro,28,False,,Programació neurolingüística_ACRA_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Digital marketing & automation marketing,G08484032,UPM,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.upm.org,info@upm.org,933180828,Larga,otro,40,False,,Digital marketing & automation marketing_UPM_Presencial_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Informàtica i comunicacions,Desenvolupament,Microsoft azure fundamentals: az-900,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.idfo.com,sroman@idfo.com,932689292,Corta,otro,36,False,,Microsoft azure fundamentals: az-900_IDFO_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Aparadorisme estratègic i visual design,B55607865,MOTIVACCIO FORMACIO,43123,REUS,8,BAIX CAMP,Presencial,Altra Formació Professionalitzadora,35,https://www.formem.cat,formem@formem.cat,977302652,Media,otro,39,False,,Aparadorisme estratègic i visual design_MOTIVACCIO FORMACIO_Presencial_35,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
"Tèxtil, confecció i pell",Confecció en tèxtil i pell,Confecció de prototips ii,G66210345,EURECAT,8266,CERDANYOLA DEL VALLÈS,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,30,https://www.eurecatacademy.org,academy@eurecat.org,937419100,Media,otro,25,False,,Confecció de prototips ii_EURECAT_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Tèxtil, confecció i pell', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Treball en equip,F59197996,FEMAREC,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.femarec.cat,dpch@femarec.cat,932437272,Media,otro,16,False,,Treball en equip_FEMAREC_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Transport i manteniment de vehicles,Conducció de vehicles per carretera,Formació per a l'accés a les proves del permís de conduir classe c,B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",135,https://www.formar-te.es,formarte@formar-te.es,936061032,Extensa,otro,66,False,,Formació per a l'accés a les proves del permís de conduir classe c_Formar-te_Presencial_135,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Transport i manteniment de vehicles', 'modalitat': 'Presencial', 'hores': 'Extensa'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Botiga virtual i gestió del comerç electrònic,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,35,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Media,otro,45,False,,Botiga virtual i gestió del comerç electrònic_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_35,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
