IDENTIFICADOR,FAMÍLIA PROFESSIONAL,ÀREA PROFESSIONAL,NOM DE L'ACCIÓ,NIF_ENTITAT_FORMACIÓ,ENTITAT,CODI_MUNICIPI,NOM_MUNICIPI,CODI_COMARCA,NOM_COMARCA,MODALITAT,TIPUS DE FORMACIÓ,HORES,WEB,CORREU ELECTRÒNIC,TELÈFON
251931,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.2.C.,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,https://www.formar-te.es,formarte@formar-te.es,936061032
248254,Serveis socioculturals i a la comunitat,Formació i educació,Anglès C.1.C.,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
243393,Edificació i obra civil,Maquinària de construcció,Operacions de minicarregadora-miniexcavadora,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,30,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
243417,Edificació i obra civil,Projecte i seguiment d'obra,"Diagnòstic, deficiències i actuacions en envoltants estructurals amb humitats",G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
248336,Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Treball en equip,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
252311,Administració i gestió,Administració i auditoria,Comptabilitat bàsica,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,60,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
257994,Activitats físiques i esportives,Activitats físiques i esportives recreatives,AFDA0112_UF2472 Anàlisi diagnòstic i avaluació en activiats de conducció en barrancs,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,70,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
255502,Administració i gestió,Finances i assegurances,Actualització fiscal i comptable,B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,15,www.fomentformacio.com,formacio@foment.com,934841232
241084,Serveis socioculturals i a la comunitat,Atenció social,Serveis assistencials a persones amb dependència,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Altra Formació Professionalitzadora,30,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
247576,Comerç i màrqueting,Màrqueting i relacions públiques,Promoció i negoci a través de les xarxes socials,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,40,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
257172,Administració i gestió,Gestió de la informació i comunicació,ADGG0208_UF0322_Aplicacions informàtiques de bases de dades relacionals,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,,50,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
257343,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1018_Intervenció en l'atenció sociosanitària en institucions,G65525180,FUNDACIÓ D'ATENCIÓ A LA DEPENDÈNCIA,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,70,www.fad-sjd.org,anna.fluvia@sjd.es,933652965
246284,Transport i manteniment de vehicles,Conducció de vehicles per carretera,Programa de formació contínua CAP per a conductors amb sensibilització i educació viària (Mercaderies i Viatgers),G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,35,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
246319,Competències transversals,Habilitats personals i socials,Mindfulness,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
246285,Transport i manteniment de vehicles,Aeronàutica,Formació per a pilot professional de drons (STS),G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,120,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
259460,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1442_Programació didàctica d'accions formatives per a l'ocupació,B56635774,AUTOESCOLA L'ASFALT,08187,SABADELL,40,VALLÈS OCCIDENTAL,Teleformació,Certificats de Professionalitat,60,www.lasfalt.com,formacio@formartalent.com,692511167
260490,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MP0029_Mòdul de pràctiques professionals no laborals d' 'Atenció sociosanitària a persones dependents en institucions socials',B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Presencial,Certificats de Professionalitat,80,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
258978,Sanitat,Atenció sanitària,SANT0108_UF0676_Organització sanitària inicial per a l'assistència sanitària a emergències col·lectives,Q2866001G,CREU ROJA ESPANYOLA A CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Presencial,,30,http://www.creuroja.org/,iolanda.gargallo@creuroja.org,933006565
243422,Edificació i obra civil,Projecte i seguiment d'obra,Planificació i gestió del pressupost amb Presto,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
245912,Administració i gestió,Administració i auditoria,Actualització socio-laboral,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,15,www.autoocupacio.org,formacio@autoocupacio.org,934908860
251935,Serveis socioculturals i a la comunitat,Formació i educació,Anglès C.1.C.,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,https://www.formar-te.es,formarte@formar-te.es,936061032
252956,Administració i gestió,Administració i auditoria,Anàlisi i control de costos,B66118290,TRANSFORMA'T,08180,RIPOLLET,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,25,www.transformat.cat,formacio@transformat.cat,633829895
243515,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs en gasoductes i xarxes de distribució de gasos combustibles. Formació de Reciclatge,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,4,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
255532,Administració i gestió,Administració i auditoria,Aspectes jurídics i documentals de l'activitat de la persona treballadora autònoma,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Teleformació,Altra Formació Professionalitzadora,15,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
244004,Competències transversals,Digitals / Ofimàtica / Tics,Competències bàsiques en relació amb l'ofimàtica,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Teleformació,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",30,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
242543,Sanitat,Atenció sanitària,Actualització de cures auxiliars d'infermeria,G58825811,ACRA,08019,BARCELONA,13,BARCELONÈS,Teleformació,,30,https://www.acra.cat/ca/formacio,formacio1@acra.cat,673724697
246221,Serveis socioculturals i a la comunitat,Formació i educació,Educació inclusiva centrada en el trastorn de l'espectre autista (TEA),G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,35,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
245796,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.2.D.,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,www.autoocupacio.org,formacio@autoocupacio.org,934908860
244130,Hostaleria i turisme,Turisme,"Informació i atenció turística en llengua estrangera, francès",G58011495,ESHOB,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.eshobfors.com,cursos@eshobfors.com,689291212
248249,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.1.D.,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
251351,Competències transversals,Habilitats personals i socials,Mindfulness,A08741530,ADAMS FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.adams.es,formacionbarcelona@adams.es,932081507
255123,Informàtica i comunicacions,Desenvolupament,Microsoft Certified: Azure Developer Associate,B61730453,PUE,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,https://consorci.pue.es/,consorci@pue.es,932060249
251944,Serveis socioculturals i a la comunitat,Formació i educació,Anglès A.2.B.,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Teleformació,,75,https://www.formar-te.es,formarte@formar-te.es,936061032
246293,Hostaleria i turisme,Restauració,"Elaboracions senzilles de cuina, plats combinats, tapes, pinxos i canapès",G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
244759,Seguretat i medi ambient,Seguretat i prevenció,Formació específica per a Vigilants de Seguretat que prestin servei de vigilància en centres hospitalaris,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.idfo.com,sroman@idfo.com,932689292
248323,Competències transversals,Prevenció de riscos laborals i salut laboral,Prevenció de riscos laborals. Nivell bàsic segons la normativa del sector,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",50,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
251482,Sanitat,Atenció sanitària,Malalts terminals i cures pal·liatives,A08741530,ADAMS FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,25,www.adams.es,formacionbarcelona@adams.es,932081507
246335,Comerç i màrqueting,Màrqueting i relacions públiques,Instagram per al teu negoci,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,,15,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
252206,Transport i manteniment de vehicles,Conducció de vehicles per carretera,Programa de formació contínua CAP per a conductors amb sensibilització i educació viària (Mercaderies i Viatgers),B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,,35,https://www.formar-te.es,formarte@formar-te.es,936061032
260472,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0111_MF1451_Entrenament en estratègies cognitives bàsiques i alfabetització tecnològica a persones amb discapacitat,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Presencial,,80,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
251883,Competències transversals,Habilitats personals i socials,Eines de coaching. Nivell II,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.formar-te.es,formarte@formar-te.es,936061032
260753,Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (Alemany) Nivell 2,B61146163,CEMFORMACIO,08184,RUBÍ,40,VALLÈS OCCIDENTAL,Presencial,,180,www.cemformacio.net,marc@cemformacio.net,935880041
243494,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a feines d'aïllament i impermeabilització,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
240111,Serveis socioculturals i a la comunitat,Formació i educació,"Prevenció, detecció i actuació davant de situacions d'abús sexual i infantil",G64388705,Fundació Catalana del Lleure Educatiu i Sociocultural,08019,BARCELONA,13,BARCELONÈS,Teleformació,,20,https://escolaefa.cat/oferta-formativa/subvencionat/,info@escolaefa.cat,934180257
243051,Competències transversals,Recursos humans / Relacions laborals,Assessorament sindical,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
243620,Serveis socioculturals i a la comunitat,Formació i educació,"Detecció, eines i recursos per fer front a l'assetjament escolar",G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Teleformació,Altra Formació Professionalitzadora,15,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
243613,Hostaleria i turisme,Restauració,Cuina de temporada,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Presencial,Altra Formació Professionalitzadora,30,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
258062,Seguretat i medi ambient,Seguretat i prevenció,"SEAD0212_MF0082_Vigilància, transport i distribució d'objectes valuosos o perillosos i explosius",B63889182,SURGE CENTRO DE ESTUDIOS,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,www.surge.es,administracion@surge.es,93494980
251103,Administració i gestió,Administració i auditoria,Anàlisi i control de costos,B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,25,www.egaraformacio.com,cursos@egaraformacio.com,937339820
257988,Seguretat i medi ambient,Seguretat i prevenció,"SEAD0112_MP0557_Mòdul de pràctiques professionals no laborals de 'Vigilància, seguretat privada i protecció de persones'",G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,40,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
242338,Competències transversals,Habilitats personals i socials,Habilitats de comunicació,G58825811,ACRA,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.acra.cat/ca/formacio,formacio1@acra.cat,673724697
255449,Administració i gestió,Administració i auditoria,Comptabilitat avançada,B60301603,GRADO,28903,TRES CANTOS,00,NORTE METROPOLITANO,Teleformació,Altra Formació Professionalitzadora,60,https://campusocupados.nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
259037,Informàtica i comunicacions,Sistemes i telemàtica,IFCT0109_MF0487_Auditoria de seguretat informàtica,B16880049,IRONHACK,08019,BARCELONA,13,BARCELONÈS,Presencial,,90,https://www2.ironhack.com/conforcat,reskilling@ironhack.com,937370947
258969,Sanitat,Atenció sanitària,SANT0208_UF0680_Diagnosi preventiva del vehicle i manteniment de la seva dotació material,Q2866001G,CREU ROJA ESPANYOLA A CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,60,http://www.creuroja.org/,iolanda.gargallo@creuroja.org,933006565
252947,Informàtica i comunicacions,Desenvolupament,Inventor 3D Bàsic,B66118290,TRANSFORMA'T,08180,RIPOLLET,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,30,www.transformat.cat,formacio@transformat.cat,633829895
254988,Formació complementària,Digitals / Ofimàtica / Tics,Microsoft Word 2019 Nivell 1 - Certificació MOS-100: Word Associate,B61146163,CEMFORMACIO,08184,RUBÍ,40,VALLÈS OCCIDENTAL,Presencial,,45,www.cemformacio.net,marc@cemformacio.net,935880041
244730,Seguretat i medi ambient,Seguretat i prevenció,Aspirant a vigilant de seguretat privada,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",180,www.idfo.com,sroman@idfo.com,932689292
244733,Hostaleria i turisme,Restauració,Atenció al client en restauració,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,15,www.idfo.com,sroman@idfo.com,932689292
246339,Administració i gestió,Gestió de la informació i comunicació,MS Excel bàsic 2016 (accessible),B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",25,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
244751,Serveis socioculturals i a la comunitat,Atenció social,Envelliment actiu i activitats socioeducatives amb gent gran,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.idfo.com,sroman@idfo.com,932689292
245915,Serveis socioculturals i a la comunitat,Formació i educació,Educació emocional a l'aula,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,www.autoocupacio.org,formacio@autoocupacio.org,934908860
258134,Comerç i màrqueting,Compravenda,COMT0110_MF1002_Anglès professional per a activitats comercials,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,,90,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
247570,Comerç i màrqueting,Compravenda,Gestió del comerç exterior,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,40,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
245785,Administració i gestió,Administració i auditoria,Comptabilitat avançada,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,www.autoocupacio.org,formacio@autoocupacio.org,934908860
250696,Competències transversals,Habilitats personals i socials,Eines de coaching. Nivell II,G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.catformacio.com,info@catformacio.org,932172515
245071,Administració i gestió,Gestió de la informació i comunicació,"Gamificació, noves tècniques d'aprenentatge per a empreses",B25038035,INLINGUA LLEIDA,25120,LLEIDA,33,SEGRIÀ,Presencial,Altra Formació Professionalitzadora,30,https://inlingualleida.es/,lleida.informatica@inlingua.es,973240716
250782,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.2.B.,G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Teleformació,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,www.catformacio.com,info@catformacio.org,932172515
248247,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.1.A.,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
257165,Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (Anglès) Nivell 3,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,,180,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
246229,Imatge i so,Produccions fotogràfiques,Adobe Photoshop,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Mixta,Altra Formació Professionalitzadora,45,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
245799,Serveis socioculturals i a la comunitat,Formació i educació,Anglès C.1.C.,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,www.autoocupacio.org,formacio@autoocupacio.org,934908860
250392,Administració i gestió,Administració i auditoria,Gestió de tresoreria,B61088159,CF ESTUDI IMATGE SL,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Teleformació,Altra Formació Professionalitzadora,40,https://formacionprofesionalstudy.com/,esmemaragda@hotmail.com,695452917
255537,Competències transversals,Prevenció de riscos laborals i salut laboral,Reciclatge de primers auxilis,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Teleformació,Altra Formació Professionalitzadora,10,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
252357,Competències transversals,Prevenció de riscos laborals i salut laboral,Gestió de la prevenció de riscos laborals a l'empresa,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,30,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
247328,Comerç i màrqueting,Logística comercial i gestió del transport,"Transpalet : Elèctrica o Apilador , Manual i de Conductor a bord",B65943235,SG CONSULTORS FORMADORS SL,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,10,www.sgconsultorsformadors.cat,marqueting@sgconsultorsformadors.cat,936113105
244974,Seguretat i medi ambient,Seguretat i prevenció,C.15. Instal·lacions i reparacions de línies elèctriques i equips,G25025701,FEDERACIÓN DE EMPRESARIOS METALÚRGICOS DE LA PROVINCIA DE LLEIDA (FEMEL),25120,LLEIDA,33,SEGRIÀ,Presencial,,20,www.femel.org,gestio@femel.org,973221796
244760,Seguretat i medi ambient,Seguretat i prevenció,Formació específica per a Vigilants de Seguretat que prestin servei de vigilància a ports,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.idfo.com,sroman@idfo.com,932689292
252490,Seguretat i medi ambient,Seguretat i prevenció,Formació específica per a Vigilants de Seguretat que prestin servei de vigilància amb gossos,B60643004,Mordered,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,,20,https://www.mordered.com,mordered@mordered.com,938600800
242161,Seguretat i medi ambient,Seguretat i prevenció,Aspirant a vigilant de seguretat privada,B65943235,SG CONSULTORS FORMADORS SL,08019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",180,www.sgconsultorsformadors.cat,marqueting@sgconsultorsformadors.cat,936113105
255754,Competències transversals,Habilitats personals i socials,Programació neurolingüística,B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.fomentformacio.com,formacio@foment.com,934841232
252221,Informàtica i comunicacions,Comunicacions,Tècniques de missatgeria i consergeria,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,,550,https://www.formar-te.es,formarte@formar-te.es,936061032
260484,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1018_Intervenció en l'atenció sociosanitària en institucions,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Teleformació,Certificats de Professionalitat,70,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
252237,Comerç i màrqueting,Màrqueting i relacions públiques,Neuromàrqueting,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,35,https://www.formar-te.es,formarte@formar-te.es,936061032
243082,Formació complementària,Digitals / Ofimàtica / Tics,Teletreball. Eines i rendibilitat,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,30,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
253825,Comerç i màrqueting,Compravenda,Gestió del comerç exterior,B56635774,AUTOESCOLA L'ASFALT,08187,SABADELL,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,40,www.lasfalt.com,formacio@formartalent.com,692511167
243606,Hostaleria i turisme,Restauració,Aprofitament i reciclatge de matèries primeres,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Presencial,,20,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
250725,Informàtica i comunicacions,Sistemes i telemàtica,Big data,G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,www.catformacio.com,info@catformacio.org,932172515
258980,Sanitat,Atenció sanitària,SANT0108_MP0139_Mòdul de pràctiques professionals no laborals d' 'Atenció sanitària a múltiples víctimes i catàstrofes',Q2866001G,CREU ROJA ESPANYOLA A CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Presencial,,120,http://www.creuroja.org/,iolanda.gargallo@creuroja.org,933006565
241061,Comerç i màrqueting,Màrqueting i relacions públiques,Promoció i negoci a través de les xarxes socials,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Altra Formació Professionalitzadora,40,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
251125,Administració i gestió,Administració i auditoria,Especialització Pràctica Processal Laboral. Nivell bàsic,B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,44,www.egaraformacio.com,cursos@egaraformacio.com,937339820
258043,Administració i gestió,Gestió de la informació i comunicació,ADGG0208_UF0320_Aplicacions informàtiques de tractament de textos,B59873760,JAUME VILADOMS,08187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,,30,www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099
250394,Administració i gestió,Administració i auditoria,Impost sobre el valor afegit (IVA),B61088159,CF ESTUDI IMATGE SL,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Teleformació,Altra Formació Professionalitzadora,20,https://formacionprofesionalstudy.com/,esmemaragda@hotmail.com,695452917
257525,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1444_Impartició i tutorització d'accions formatives per a l'ocupació,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Teleformació,Certificats de Professionalitat,100,www.autoocupacio.org,formacio@autoocupacio.org,934908860
255450,Competències transversals,Competències bàsiques per a l'ocupació,Resolució de conflictes,B60301603,GRADO,28903,TRES CANTOS,00,NORTE METROPOLITANO,Teleformació,Altra Formació Professionalitzadora,30,https://campusocupados.nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
247612,Administració i gestió,Administració i auditoria,Especialització Dret Laboral,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,44,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
