codicurs,nomcurs,desccursCAT,codiarea,tipuscurs,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,importe,financiacio,datainici,preinscripcio,paraulesclau,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccursES,Georeferència
24/ATCC2/712/0189016/004,"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,11/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189016/004&codi_curso_seleccionado=24/ATCC2/712/0189016/004,,"CAMPUS SEGURIDAD, S.L.",8063,"CR Carretera N-II A, km-560          1",41.356808,2.104509,628476159,info@campuseguridad.com,https://campuseguridad.com/,08907,45108,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189608/001,Organització del transport i la distribució,Contacteu amb l'entitat,CML,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COML0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,01/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189608/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189608/001,,INSTITUT SALVADOR SUNYER I AIMERIC,17155,CR MIQUEL MARTí I POL S/N,41.968258,2.782514,972234975,B7008407@XTEC.CAT,https://agora.xtec.cat/inssalvadorsunyer/,17190,46250,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189552/009,Procediments bàsics al servei de cuina,Contacteu amb l'entitat,HTR,FO,125,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR55.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,01/07/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/009&codi_curso_seleccionado=24/ATCC2/712/0189552/009,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189552/015,Bones pràctiques ambientals a l'hostaleria,Contacteu amb l'entitat,HTR,FO,6,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR38.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,14/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/015&codi_curso_seleccionado=24/ATCC2/712/0189552/015,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189552/030,Serveis bàsics de barres i sala a la restauració,Contacteu amb l'entitat,HTR,FO,20,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR26.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,01/07/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/030&codi_curso_seleccionado=24/ATCC2/712/0189552/030,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184189/025,Manteniment de vehicles híbrids i elèctrics,Contacteu amb l'entitat,TMG,FO,90,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVG02.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,05/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184189/025&codi_curso_seleccionado=23/FOAP/680/0184189/025,,"MERIN'S ESCOLA DE FORMACIÓ PROFESSIONAL, SL",8019,CR Santa Matilde 20-24,41.429024,2.171033,934073113,info@merinsformacio.com,http://www.merinsformacio.com,08031,1793,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189702/015,Operacions auxiliars de muntatge i manteniment d'equips elèctrics i electrònics,Contacteu amb l'entitat,EEQ,FO,190,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEQ0111.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,20/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189702/015&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189702/015,,CIFO Vallès,8279,"CT N-150, km 15",41.63159,2.29423,937362910,cifo_valles.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosabadell,08520,12382,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189720/001,Animació físic-esportiva i recreativa,Contacteu amb l'entitat,AEA,FO,470,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDA0211.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,07/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189720/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189720/001,,IES LA BASTIDA,8245,CR SANTA EULàLIA S/N,41.45387,2.21014,933924261,ocupacionals@institutlabastida.org,,08921,17867,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189756/007,Disseny de productes de fabricació mecànica,Contacteu amb l'entitat,FMH,FO,600,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEE0308.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,04/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/007&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/007,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189750/004,"ACTIVITATS AUXILIARS EN VIVERS, JARDINS I CENTRES DE JARDINERIA.","Executar operacions auxiliars per a la implantació i manteniment de jardins, parcs i zones verdes, així com per a la producció i manteniment de plantes en vivers i centres de jardineria, seguint instruccions de superiors o pla de treball i complint",ARJ,FO,250,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AGAO0108.pdf,"Peó agrícola, jardineria Peó de viver Peó de centres de jardineria",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,25/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189750/004&codi_curso_seleccionado=24/FPOIES_23_24/714/0189750/004,,IES MOLLERUSSA,25137,"CT Torregrossa, km 1,9 s/n",0,0,973600359,areig@xtec.cat,,25230,16560,SOC,"Executar operacions auxiliars per a la implantació i manteniment de jardins, parcs i zones verdes, així com per a la producció i manteniment de plantes en vivers i centres de jardineria, seguint instruccions de superiors o pla de treball i complint",
24/CIFOCS_ED/707/0189721/004,Encunyació,Contacteu amb l'entitat,AFT,FO,250,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ARGT0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,21/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189721/004&codi_curso_seleccionado=24/CIFOCS_ED/707/0189721/004,,CIFO L'Hospitalet,8101,CT del Mig 24,41.359455,2.114514,932603120,cifo_hospitalet.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifohospitalet,08907,12386,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0187960/010,Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,17/03/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187960/010&codi_curso_seleccionado=24/ATCC2/712/0187960/010,,"INNOVACION SEGURIDAD EMERGENCIAS INTITUTO, SL",8015,CR RECTOR  91-95,0,0,934644878,formacion@iseinstitut.com,,08912,36878,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188036/013,Socorrisme en instal·lacions aquàtiques,Contacteu amb l'entitat,AEP,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,30/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188036/013&codi_curso_seleccionado=24/ATCC2/712/0188036/013,,BLUE ALFA SAFETY S.L.,43100,CT SANTES CREUS  8,41.175327,1.274066,657369414,administracion@bluesafety.es,,43151,40542,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189057/004,Atenció sanitària a múltiples víctimes i en catàstrofes,Contacteu amb l'entitat,SAT,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SANT0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,18/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189057/004&codi_curso_seleccionado=24/FPOIES_23_24/714/0189057/004,,Institut de l'Ebre,43155,"AV AV. COLOM,  34-42",40.814926,0.514809,977500949,e3004441@xtec.cat,,43500,2802,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189746/001,OPERACIONS BÀSIQUES DE RESTAURANT I BAR,"Assistir en el servei i preparar i presentar begudes senzilles i menjars ràpids, executant i aplicant operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'aliments i begudes. Executar operacions bàsiques d'aprovisioname",HTR,FO,210,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR0208.pdf,Ajudant/a de cambrer/a Ajudant/a de bar Ajudant/a de rebost Auxiliar de col·lectivitats Empleat/ada de petit establiment de restauració,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,14/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189746/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189746/001,,SECCIó DE FORMACIó PROFESSIONAL-ESCOLA D,25121,"CR BANYS, S/N. s/n",0,0,973647242,c5006148@xtec.cat,http://www.iesostalaria.com,25540,3678,SOC,"Assistir en el servei i preparar i presentar begudes senzilles i menjars ràpids, executant i aplicant operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'aliments i begudes. Executar operacions bàsiques d'aprovisioname",
24/CIFOCS_ED/707/0189754/002,Muntatge i manteniment d'instal·lacions elèctriques de baixa tensió,Contacteu amb l'entitat,EEE,FO,840,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEE0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,08/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189754/002&codi_curso_seleccionado=24/CIFOCS_ED/707/0189754/002,,CIFO Sant Feliu,8211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189392/001,Impressió digital,Interpretar i gestionar la informació per al procés gràfic i imprimir per mitjà de les tecnologies digitals per assolir la productivitat i la qualitat dels productes en les condicions de seguretat establertes. Interpretar i gestionar la informació d,AFI,FO,320,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ARGI0209.pdf,Preparador/a de premèdia Impressor/a digital Operador/a sistemes digitals Tècnic/a en impressió digital,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,21/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189392/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189392/001,,INSTITUT DE FORMACIó PROFESSIONAL ANTONI ALGUERó,8221,CR PARLAMENT CATALà 1,0,0,931939581,a8077447@xtec.cat,https://agora.xtec.cat/ifp-alguero/,08960,46148,SOC,Interpretar i gestionar la informació per al procés gràfic i imprimir per mitjà de les tecnologies digitals per assolir la productivitat i la qualitat dels productes en les condicions de seguretat establertes. Interpretar i gestionar la informació d,
24/CIFOCS_ED-C-2023/719/0189796/009,Fabricació i muntatge d'instal·lacions de canonada industrial,"Realitzar operacions d'elaboració, acoblament i muntatge de canonades, accessoris i elements incorporats, així com operacions bàsiques d'unió, seguint els procediments establerts, interpretar plànols i documentació tècnica, atenent i respectant en t",FMC,FO,450,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEC0108.pdf,Calderer/a tuber/a Tuber/a industrial Tuber/a naval,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,18/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189796/009&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189796/009,,CIFO Tarragona,43148,CM de la Budallera s/n,41.143463,1.291791,977251566,cifo_tarragona.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifotarragona,43007,12385,SOC,"Realitzar operacions d'elaboració, acoblament i muntatge de canonades, accessoris i elements incorporats, així com operacions bàsiques d'unió, seguint els procediments establerts, interpretar plànols i documentació tècnica, atenent i respectant en t",
23/FOAP/680/0184618/013,Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,FO,370,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184618/013&codi_curso_seleccionado=23/FOAP/680/0184618/013,,SH CONCEPT FORMACIO SL,17164,"PO MAS GARRIGA, CENTRE AQUA 20",41.884987,2.517878,638233922,albert@shcformacio.com,http://www.shconceptformacio.cat,17403,40675,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",
24/ATCC2/712/0189552/022,Bones pràctiques ambientals a l'hostaleria,Contacteu amb l'entitat,HTR,FO,6,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR38.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,25/04/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/022&codi_curso_seleccionado=24/ATCC2/712/0189552/022,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189702/001,Disseny de caldereria i estructures metàl·liques,Contacteu amb l'entitat,FMC,FO,280,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEC0208.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,02/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189702/001&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189702/001,,CIFO Vallès,8279,"CT N-150, km 15",41.554085,2.053573,937362910,cifo_valles.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosabadell,08227,12382,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189750/001,Socorrisme en instal·lacions aquàtiques,Contacteu amb l'entitat,AEP,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,25/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189750/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189750/001,,IES MOLLERUSSA,25137,"CT Torregrossa, km 1,9 s/n",0,0,973600359,areig@xtec.cat,,25230,16560,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED/707/0189721/005,Disseny de productes gràfics,Contacteu amb l'entitat,AFG,FO,560,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ARGG0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,08/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189721/005&codi_curso_seleccionado=24/CIFOCS_ED/707/0189721/005,,CIFO L'Hospitalet,8101,CT del Mig 24,41.359455,2.114514,932603120,cifo_hospitalet.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifohospitalet,08907,12386,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188089/014,"Programa de qualificació inicial accelerada amb sensibilització i educació viària, tacògraf digital i atenció i informació als viatgers (Viatgers)",Contacteu amb l'entitat,TMI,FO,140,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI58.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,20/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188089/014&codi_curso_seleccionado=24/ATCC1/711/0188089/014,,TRANSGRUP XXI SLU,8205,AV VIA AUGUSTA 105,41.528122,2.430535,932429090,gestio@aptibus.com,,08302,46224,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188864/004,Muntatge i manteniment d'instal·lacions de geotèrmia i energia solar aplicades a la climatització,Contacteu amb l'entitat,IMR,FO,50,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMAR13.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,20/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188864/004&codi_curso_seleccionado=24/ATCC1/711/0188864/004,,FUNDACIO ENGRUNES,8125,CR Roca plana 14-16,41.3492,2.083725,935829999,apalma@engrunes.org,,08940,4065,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184326/067,Activitats auxiliars de magatzem,Contacteu amb l'entitat,CML,FO,170,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COML0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,15/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184326/067&codi_curso_seleccionado=23/FOAP/680/0184326/067,,INSTITUT CATALA ENSENYAMENT INDUSTRIAL S.L.,8101,CR SANTA EULALIA 174,41.3654,2.122147,0934227088,y.roch@icei-formacion.com,http://www.instcat.com,08902,1882,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188765/011,Formació per a l' accés a les proves del permís de conducció classe D.,Contacteu amb l'entitat,TMI,FO,345,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI64.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,22/04/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188765/011&codi_curso_seleccionado=24/ATCC1/711/0188765/011,,TRANSGRUP XXI SLU,8205,AV VIA AUGUSTA 105,0,0,932429090,gestio@aptibus.com,,08040,46224,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189454/001,Serveis per al control de plagues,Contacteu amb l'entitat,SMG,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAG0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,27/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189454/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189454/001,,IES CASTELLARNAU,8187,CT Cta Barcelona-Terrassa Km 15 Km 15,0,0,937269422,a8024893@xtec.cat,https://institutcastellarnau.cat/,08206,3977,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184397/037,Informació juvenil,Contacteu amb l'entitat,SCE,FO,360,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCE0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,09/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184397/037&codi_curso_seleccionado=23/FOAP/680/0184397/037,,"FET RECURSOS, S.L.",8307,CR RECREO  4,41.224472,1.724057,601179556,INFO@MECABIT.COM,http://www.mecabit.com,08800,33198,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188442/007,"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,17/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188442/007&codi_curso_seleccionado=24/ATCC2/712/0188442/007,,HEMIF CONSULTING SL,8019,CR ENTENZA 227,41.367435,2.130463,652677919,ADMINISTRACION@GROUPHM.ES,,08902,45871,SOC,Contacteu amb l'entitat,
